age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
29.0,blue-collar,single,,,114.0,yes,no,cellular,,may,,1.0,-1.0,0.0,unknown,no
,services,married,primary,no,0.0,yes,no,cellular,6.0,may,445.0,2.0,166.0,3.0,failure,yes
42.0,technician,single,secondary,no,568.0,yes,no,cellular,6.0,may,311.0,2.0,341.0,2.0,failure,no
34.0,entrepreneur,married,tertiary,no,842.0,yes,no,cellular,6.0,may,141.0,2.0,-1.0,0.0,unknown,no
39.0,technician,divorced,secondary,no,530.0,yes,yes,cellular,6.0,may,,1.0,-1.0,0.0,,no
36.0,technician,married,secondary,no,-78.0,yes,no,cellular,6.0,may,346.0,1.0,-1.0,0.0,unknown,
,technician,married,,no,,yes,no,cellular,6.0,may,131.0,,344.0,2.0,failure,no
37.0,management,divorced,tertiary,no,503.0,yes,no,cellular,6.0,may,220.0,1.0,-1.0,0.0,unknown,
33.0,blue-collar,married,primary,no,289.0,yes,no,cellular,6.0,may,309.0,1.0,363.0,4.0,failure,no
47.0,self-employed,married,tertiary,no,,yes,no,cellular,6.0,may,323.0,2.0,364.0,1.0,failure,no
32.0,technician,married,secondary,no,557.0,yes,no,cellular,6.0,may,91.0,2.0,,0.0,unknown,no
38.0,management,married,tertiary,no,-1884.0,yes,no,cellular,6.0,,82.0,2.0,,,,no
35.0,,divorced,primary,no,,,no,cellular,6.0,may,316.0,2.0,279.0,4.0,failure,no
23.0,student,single,secondary,,834.0,,no,cellular,6.0,may,283.0,3.0,-1.0,0.0,,
37.0,management,single,tertiary,no,509.0,yes,no,cellular,6.0,may,133.0,1.0,-1.0,0.0,unknown,no
,blue-collar,single,secondary,no,-190.0,yes,no,cellular,6.0,may,127.0,,-1.0,0.0,unknown,no
35.0,management,married,tertiary,no,272.0,yes,,cellular,6.0,may,251.0,4.0,,,,no
29.0,admin.,single,secondary,no,27.0,yes,no,cellular,6.0,may,754.0,1.0,-1.0,0.0,unknown,yes
37.0,management,married,tertiary,no,0.0,yes,no,cellular,6.0,may,84.0,2.0,169.0,3.0,failure,no
,admin.,married,secondary,no,-429.0,yes,no,cellular,,may,320.0,1.0,-1.0,0.0,unknown,no
37.0,services,married,primary,yes,-483.0,yes,yes,cellular,6.0,may,222.0,2.0,168.0,3.0,failure,no
28.0,blue-collar,single,secondary,no,524.0,yes,no,cellular,,may,554.0,2.0,-1.0,,unknown,yes
32.0,blue-collar,married,secondary,no,130.0,yes,no,cellular,6.0,may,302.0,2.0,-1.0,0.0,unknown,no
31.0,,single,secondary,no,0.0,yes,,cellular,6.0,may,239.0,3.0,,0.0,unknown,no
60.0,management,married,tertiary,,5990.0,yes,,cellular,6.0,may,396.0,3.0,-1.0,0.0,unknown,yes
38.0,technician,,tertiary,no,1.0,yes,no,cellular,6.0,may,250.0,2.0,-1.0,,unknown,no
36.0,services,married,tertiary,no,,yes,no,cellular,6.0,may,167.0,,299.0,2.0,failure,no
54.0,admin.,married,secondary,no,,yes,,cellular,6.0,may,322.0,2.0,343.0,2.0,failure,no
35.0,management,single,tertiary,no,2576.0,yes,,cellular,6.0,may,136.0,3.0,273.0,4.0,failure,no
35.0,blue-collar,married,primary,no,623.0,yes,no,cellular,6.0,may,97.0,2.0,-1.0,0.0,unknown,no
37.0,admin.,married,,no,828.0,yes,no,cellular,6.0,may,206.0,2.0,342.0,1.0,failure,no
36.0,technician,single,secondary,no,634.0,yes,no,cellular,6.0,may,281.0,,250.0,2.0,failure,no
27.0,student,single,secondary,no,3096.0,,no,telephone,6.0,may,62.0,4.0,357.0,1.0,failure,no
35.0,entrepreneur,married,tertiary,no,355.0,yes,no,,6.0,,183.0,2.0,355.0,1.0,failure,no
33.0,management,married,tertiary,,5289.0,yes,,cellular,6.0,may,487.0,,-1.0,0.0,unknown,no
33.0,management,single,tertiary,,372.0,yes,yes,cellular,6.0,,155.0,1.0,-1.0,0.0,unknown,no
30.0,blue-collar,married,secondary,no,313.0,yes,yes,cellular,6.0,may,311.0,3.0,364.0,1.0,failure,
38.0,blue-collar,married,secondary,no,638.0,yes,,telephone,6.0,may,90.0,2.0,-1.0,0.0,unknown,no
52.0,management,single,tertiary,no,,yes,,cellular,6.0,may,402.0,,,0.0,unknown,no
41.0,management,married,tertiary,no,2470.0,yes,no,cellular,6.0,,22.0,,-1.0,0.0,unknown,no
40.0,blue-collar,married,,no,34.0,yes,no,cellular,6.0,may,350.0,,344.0,1.0,failure,no
58.0,self-employed,married,unknown,no,1187.0,yes,no,cellular,6.0,,228.0,2.0,-1.0,0.0,unknown,no
33.0,admin.,married,,no,519.0,,no,telephone,6.0,may,,1.0,-1.0,0.0,unknown,no
26.0,admin.,single,secondary,no,985.0,yes,,cellular,6.0,may,267.0,2.0,-1.0,,unknown,no
37.0,blue-collar,married,secondary,no,1114.0,yes,yes,cellular,6.0,may,133.0,1.0,-1.0,,unknown,no
54.0,management,divorced,tertiary,no,432.0,yes,no,cellular,6.0,may,160.0,1.0,-1.0,0.0,unknown,no
34.0,services,divorced,secondary,no,27.0,yes,no,cellular,6.0,may,192.0,1.0,,0.0,unknown,no
32.0,admin.,divorced,,no,-2.0,yes,no,,6.0,may,103.0,3.0,,1.0,failure,no
33.0,management,married,secondary,,3935.0,yes,no,,6.0,may,765.0,1.0,342.0,2.0,failure,yes
52.0,management,divorced,tertiary,no,1988.0,yes,no,cellular,6.0,may,88.0,1.0,299.0,1.0,failure,no
29.0,blue-collar,married,unknown,no,486.0,yes,no,cellular,6.0,may,422.0,1.0,,1.0,,no
37.0,technician,married,,no,1345.0,yes,no,cellular,6.0,may,74.0,6.0,169.0,4.0,failure,no
44.0,technician,,unknown,yes,-375.0,yes,,,,may,149.0,4.0,-1.0,0.0,unknown,no
25.0,,single,secondary,no,51.0,yes,no,cellular,6.0,,,3.0,356.0,4.0,other,no
30.0,services,single,secondary,no,346.0,yes,no,cellular,,may,87.0,3.0,345.0,5.0,,no
55.0,admin.,married,,no,6205.0,no,no,,6.0,may,233.0,,,0.0,unknown,no
32.0,blue-collar,married,secondary,no,25.0,yes,no,cellular,6.0,may,28.0,2.0,345.0,3.0,other,no
30.0,admin.,single,secondary,no,1282.0,yes,no,cellular,6.0,may,346.0,3.0,356.0,2.0,other,no
28.0,blue-collar,married,tertiary,no,417.0,yes,yes,cellular,6.0,may,523.0,2.0,363.0,2.0,failure,no
34.0,admin.,,primary,no,0.0,yes,yes,cellular,6.0,may,172.0,4.0,-1.0,0.0,unknown,no
26.0,unemployed,married,,no,285.0,yes,no,cellular,6.0,may,265.0,2.0,342.0,2.0,failure,
37.0,technician,married,secondary,no,146.0,yes,yes,cellular,6.0,,82.0,2.0,356.0,2.0,failure,no
35.0,blue-collar,single,secondary,no,343.0,yes,no,,6.0,may,151.0,2.0,,0.0,unknown,no
30.0,,married,primary,no,0.0,yes,no,cellular,6.0,may,239.0,2.0,-1.0,0.0,unknown,no
32.0,,married,primary,no,-6.0,yes,no,,6.0,may,169.0,2.0,-1.0,0.0,unknown,no
,blue-collar,married,primary,no,13.0,yes,no,cellular,6.0,,358.0,2.0,306.0,1.0,failure,no
46.0,blue-collar,married,primary,no,147.0,yes,no,cellular,6.0,may,116.0,2.0,169.0,3.0,,no
40.0,management,married,tertiary,no,429.0,yes,no,cellular,6.0,may,222.0,2.0,363.0,4.0,failure,no
34.0,,,secondary,no,1259.0,yes,no,cellular,,may,379.0,2.0,169.0,1.0,,no
35.0,management,married,tertiary,no,991.0,yes,no,cellular,6.0,may,1489.0,3.0,-1.0,0.0,unknown,yes
48.0,entrepreneur,divorced,secondary,no,2.0,yes,yes,cellular,6.0,,,2.0,281.0,4.0,,no
31.0,management,single,tertiary,no,59.0,yes,yes,cellular,6.0,may,1347.0,2.0,363.0,1.0,failure,yes
38.0,self-employed,married,tertiary,no,327.0,yes,no,cellular,6.0,may,69.0,2.0,-1.0,0.0,unknown,no
40.0,services,single,secondary,no,326.0,yes,no,cellular,6.0,may,242.0,2.0,169.0,2.0,,no
34.0,services,single,secondary,no,0.0,yes,no,,6.0,may,307.0,2.0,,0.0,,no
36.0,blue-collar,married,secondary,,4.0,yes,no,,6.0,may,,4.0,,,unknown,no
26.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,6.0,may,320.0,3.0,-1.0,0.0,unknown,no
32.0,admin.,married,secondary,yes,-166.0,yes,no,cellular,6.0,may,129.0,3.0,-1.0,0.0,unknown,no
51.0,management,divorced,tertiary,,318.0,yes,no,cellular,6.0,may,,2.0,355.0,2.0,,no
41.0,blue-collar,married,secondary,no,,yes,yes,cellular,6.0,may,206.0,2.0,-1.0,0.0,unknown,no
31.0,blue-collar,single,secondary,no,-457.0,yes,no,cellular,6.0,may,270.0,4.0,366.0,2.0,failure,no
31.0,services,married,secondary,no,-414.0,yes,no,cellular,6.0,may,1369.0,3.0,-1.0,0.0,unknown,
36.0,services,married,secondary,no,0.0,yes,no,,6.0,may,456.0,3.0,-1.0,0.0,unknown,no
38.0,management,single,tertiary,no,427.0,yes,no,cellular,6.0,may,17.0,3.0,169.0,2.0,failure,no
,services,single,secondary,no,0.0,yes,no,cellular,6.0,may,293.0,3.0,,0.0,unknown,no
26.0,student,single,secondary,no,47.0,yes,no,cellular,6.0,may,,4.0,-1.0,0.0,unknown,no
44.0,admin.,divorced,,no,49.0,yes,no,cellular,6.0,may,155.0,2.0,-1.0,0.0,unknown,no
41.0,technician,married,secondary,no,741.0,yes,no,cellular,6.0,may,606.0,3.0,335.0,6.0,other,no
31.0,blue-collar,married,secondary,no,1407.0,yes,no,cellular,6.0,may,142.0,,-1.0,0.0,unknown,no
46.0,blue-collar,married,secondary,no,-1400.0,yes,,telephone,,may,,,,4.0,failure,no
39.0,unemployed,married,primary,no,1147.0,yes,yes,cellular,6.0,may,,2.0,363.0,5.0,,no
29.0,blue-collar,married,secondary,no,100.0,yes,yes,cellular,6.0,may,152.0,4.0,344.0,2.0,failure,
38.0,,single,secondary,no,435.0,yes,no,cellular,,may,437.0,4.0,345.0,1.0,failure,no
20.0,student,single,secondary,no,602.0,,no,,6.0,,373.0,4.0,-1.0,0.0,unknown,no
37.0,blue-collar,single,secondary,no,48.0,no,no,cellular,6.0,may,,2.0,-1.0,0.0,unknown,no
43.0,entrepreneur,married,,no,0.0,yes,no,telephone,6.0,,167.0,3.0,-1.0,0.0,unknown,no
53.0,,married,secondary,no,-71.0,yes,no,cellular,6.0,may,91.0,3.0,,0.0,,no
34.0,management,single,tertiary,no,705.0,yes,no,cellular,6.0,may,458.0,,-1.0,0.0,unknown,no
43.0,blue-collar,,,no,289.0,yes,no,cellular,,may,284.0,3.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,,no,777.0,yes,no,cellular,6.0,may,185.0,3.0,-1.0,0.0,unknown,no
34.0,technician,married,secondary,no,1254.0,no,no,cellular,6.0,may,77.0,3.0,-1.0,0.0,unknown,no
,management,married,tertiary,no,152.0,yes,no,cellular,6.0,may,467.0,2.0,,0.0,unknown,no
35.0,technician,married,secondary,no,2468.0,yes,no,cellular,6.0,may,,8.0,-1.0,0.0,unknown,no
60.0,management,married,tertiary,no,6.0,yes,no,,6.0,may,787.0,3.0,-1.0,0.0,unknown,
40.0,management,married,tertiary,no,1598.0,yes,yes,cellular,6.0,may,1074.0,4.0,344.0,3.0,failure,yes
35.0,blue-collar,married,primary,no,2953.0,yes,no,telephone,6.0,may,97.0,2.0,-1.0,,unknown,no
36.0,blue-collar,married,unknown,no,-400.0,yes,yes,cellular,6.0,may,,2.0,307.0,1.0,failure,no
30.0,blue-collar,,secondary,no,-71.0,yes,,cellular,6.0,may,165.0,2.0,-1.0,0.0,unknown,no
34.0,technician,single,secondary,no,440.0,yes,no,cellular,6.0,,445.0,2.0,345.0,,failure,no
29.0,,married,tertiary,no,0.0,yes,no,cellular,6.0,may,667.0,,-1.0,0.0,unknown,yes
39.0,technician,married,secondary,,147.0,yes,no,cellular,6.0,may,151.0,2.0,-1.0,0.0,unknown,no
35.0,management,married,tertiary,no,802.0,yes,no,cellular,6.0,may,686.0,2.0,-1.0,,unknown,yes
35.0,technician,single,tertiary,no,275.0,yes,no,cellular,6.0,may,157.0,3.0,,5.0,failure,no
46.0,technician,single,secondary,no,747.0,yes,no,telephone,,may,22.0,6.0,-1.0,0.0,unknown,no
,management,married,primary,no,2911.0,yes,yes,telephone,6.0,may,276.0,2.0,-1.0,,unknown,no
31.0,management,married,tertiary,no,-692.0,yes,yes,cellular,6.0,may,117.0,2.0,-1.0,0.0,unknown,no
31.0,,single,secondary,no,148.0,yes,yes,cellular,6.0,may,232.0,2.0,167.0,4.0,failure,no
22.0,blue-collar,married,secondary,no,,yes,no,cellular,6.0,may,268.0,1.0,344.0,1.0,,no
45.0,management,married,tertiary,,-206.0,,no,,6.0,may,337.0,2.0,-1.0,0.0,unknown,no
25.0,student,single,secondary,,,no,no,cellular,6.0,may,796.0,,-1.0,0.0,unknown,no
38.0,management,,tertiary,no,,yes,no,cellular,6.0,may,606.0,,-1.0,0.0,unknown,yes
37.0,blue-collar,married,secondary,no,-57.0,yes,yes,cellular,7.0,may,55.0,5.0,-1.0,0.0,unknown,no
,blue-collar,married,primary,no,2111.0,yes,no,cellular,7.0,may,86.0,2.0,,,unknown,no
37.0,admin.,single,secondary,no,,,,cellular,7.0,may,,2.0,289.0,5.0,failure,no
30.0,admin.,single,secondary,no,122.0,yes,no,cellular,7.0,may,219.0,2.0,,,,no
39.0,self-employed,married,secondary,no,1304.0,yes,yes,cellular,7.0,may,183.0,3.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,primary,no,-254.0,yes,no,cellular,7.0,may,210.0,2.0,346.0,1.0,other,
48.0,management,married,secondary,no,3663.0,yes,no,telephone,7.0,may,25.0,5.0,169.0,,failure,no
56.0,,divorced,tertiary,no,151.0,yes,no,cellular,7.0,may,16.0,5.0,171.0,1.0,other,no
48.0,technician,married,secondary,no,505.0,yes,no,cellular,7.0,may,113.0,2.0,,0.0,unknown,no
,blue-collar,single,secondary,no,,yes,no,cellular,7.0,may,343.0,,295.0,5.0,other,
34.0,blue-collar,married,secondary,no,4.0,yes,yes,cellular,7.0,may,315.0,2.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,975.0,yes,no,cellular,7.0,may,186.0,2.0,295.0,,failure,no
34.0,blue-collar,married,secondary,no,0.0,yes,yes,cellular,7.0,may,175.0,4.0,,,unknown,no
26.0,student,single,secondary,no,,yes,,telephone,7.0,may,82.0,1.0,,0.0,,no
50.0,management,married,tertiary,no,29.0,,no,cellular,,may,83.0,4.0,266.0,20.0,other,no
26.0,student,single,secondary,no,1209.0,yes,no,cellular,7.0,may,57.0,4.0,-1.0,0.0,,no
58.0,entrepreneur,divorced,secondary,no,,yes,no,cellular,7.0,may,270.0,3.0,-1.0,0.0,unknown,no
,services,single,,no,1700.0,yes,no,cellular,,,13.0,5.0,,0.0,unknown,no
29.0,services,divorced,secondary,no,92.0,yes,no,cellular,7.0,may,240.0,1.0,-1.0,0.0,unknown,no
26.0,management,single,tertiary,no,199.0,yes,no,cellular,7.0,may,413.0,1.0,-1.0,0.0,unknown,no
54.0,blue-collar,married,primary,no,-864.0,yes,no,telephone,7.0,may,755.0,3.0,363.0,5.0,failure,no
54.0,management,married,primary,no,3185.0,yes,yes,cellular,7.0,may,187.0,1.0,-1.0,0.0,unknown,no
35.0,technician,divorced,secondary,no,2777.0,yes,no,cellular,7.0,may,633.0,1.0,,0.0,unknown,no
34.0,unemployed,married,secondary,no,2173.0,yes,yes,cellular,7.0,may,370.0,1.0,-1.0,0.0,unknown,no
37.0,management,,tertiary,no,,yes,no,cellular,7.0,may,205.0,1.0,-1.0,0.0,unknown,no
,services,married,secondary,no,10.0,yes,no,cellular,7.0,may,51.0,1.0,294.0,1.0,failure,no
31.0,,single,,no,253.0,yes,no,cellular,7.0,may,157.0,1.0,349.0,4.0,,
34.0,management,single,tertiary,no,2679.0,yes,no,cellular,7.0,may,195.0,1.0,-1.0,0.0,unknown,
30.0,services,married,secondary,no,0.0,yes,no,cellular,7.0,may,512.0,1.0,-1.0,0.0,unknown,no
35.0,blue-collar,married,secondary,no,-701.0,yes,yes,cellular,,may,531.0,,-1.0,0.0,unknown,no
53.0,blue-collar,married,primary,no,0.0,yes,yes,cellular,,,263.0,1.0,-1.0,0.0,,no
30.0,management,married,secondary,no,,yes,yes,cellular,7.0,may,,1.0,167.0,2.0,failure,no
26.0,,,secondary,no,7475.0,yes,no,,,may,204.0,1.0,,0.0,unknown,
52.0,,married,primary,no,448.0,yes,no,,7.0,may,82.0,1.0,-1.0,0.0,unknown,no
33.0,admin.,single,tertiary,no,490.0,yes,no,,7.0,may,31.0,1.0,363.0,2.0,failure,
31.0,blue-collar,,secondary,no,990.0,yes,yes,,7.0,may,,1.0,-1.0,0.0,,no
28.0,admin.,married,secondary,no,0.0,yes,no,,7.0,may,47.0,1.0,-1.0,0.0,unknown,no
32.0,management,married,tertiary,no,2465.0,yes,yes,cellular,7.0,may,923.0,1.0,-1.0,0.0,unknown,yes
32.0,technician,married,,no,169.0,yes,no,cellular,7.0,may,22.0,11.0,-1.0,,unknown,no
50.0,admin.,,,no,2040.0,yes,no,cellular,7.0,may,149.0,1.0,357.0,1.0,failure,no
31.0,,single,tertiary,no,23.0,yes,no,cellular,7.0,may,98.0,1.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,,yes,no,cellular,7.0,may,62.0,6.0,366.0,,failure,no
29.0,admin.,divorced,,,504.0,,no,,7.0,may,203.0,1.0,-1.0,0.0,unknown,no
31.0,blue-collar,married,secondary,no,1326.0,yes,no,cellular,7.0,,689.0,,-1.0,0.0,,no
41.0,blue-collar,married,primary,no,293.0,,yes,cellular,7.0,may,102.0,1.0,-1.0,0.0,unknown,
24.0,services,single,,no,,yes,no,cellular,7.0,may,241.0,1.0,-1.0,,unknown,no
28.0,blue-collar,single,,,87.0,yes,no,cellular,7.0,may,,,345.0,1.0,failure,no
,management,single,tertiary,no,171.0,yes,no,cellular,7.0,may,191.0,,294.0,1.0,failure,no
24.0,blue-collar,married,primary,no,-247.0,yes,no,cellular,7.0,,203.0,1.0,-1.0,0.0,unknown,no
33.0,technician,divorced,secondary,no,250.0,,yes,cellular,7.0,may,277.0,1.0,-1.0,0.0,,no
32.0,management,single,tertiary,no,41.0,yes,no,,7.0,may,449.0,1.0,338.0,1.0,other,no
,blue-collar,divorced,secondary,no,887.0,yes,no,cellular,7.0,may,722.0,1.0,-1.0,0.0,unknown,no
56.0,admin.,single,secondary,no,1854.0,yes,no,,7.0,may,,1.0,342.0,2.0,failure,no
39.0,,single,tertiary,,968.0,yes,no,cellular,7.0,may,59.0,1.0,258.0,6.0,failure,no
38.0,services,married,secondary,no,369.0,yes,no,telephone,7.0,may,224.0,1.0,-1.0,0.0,unknown,no
31.0,management,single,tertiary,no,874.0,yes,no,cellular,7.0,may,98.0,,170.0,2.0,failure,no
37.0,self-employed,single,tertiary,no,2441.0,yes,yes,cellular,7.0,may,248.0,1.0,-1.0,0.0,unknown,no
29.0,admin.,single,secondary,,-194.0,,no,cellular,7.0,may,127.0,1.0,-1.0,0.0,unknown,no
51.0,management,married,secondary,no,,yes,no,cellular,7.0,may,,,167.0,2.0,other,no
33.0,,married,tertiary,,29.0,yes,no,cellular,7.0,may,549.0,1.0,-1.0,0.0,,no
,services,married,,no,343.0,yes,yes,cellular,7.0,may,104.0,1.0,304.0,7.0,failure,no
27.0,blue-collar,married,secondary,no,245.0,yes,,cellular,,may,121.0,1.0,344.0,,failure,no
33.0,admin.,married,secondary,no,-370.0,yes,no,cellular,7.0,may,261.0,1.0,345.0,1.0,failure,yes
29.0,admin.,single,,,422.0,yes,no,cellular,7.0,may,103.0,1.0,363.0,1.0,failure,
25.0,entrepreneur,single,tertiary,,140.0,yes,no,cellular,7.0,may,348.0,1.0,-1.0,0.0,unknown,no
35.0,technician,married,secondary,no,883.0,yes,no,cellular,7.0,may,333.0,1.0,351.0,1.0,,no
47.0,services,married,secondary,no,1629.0,yes,no,cellular,7.0,,25.0,1.0,-1.0,0.0,unknown,no
30.0,admin.,married,tertiary,no,400.0,yes,no,cellular,7.0,may,223.0,1.0,-1.0,0.0,unknown,no
30.0,,divorced,secondary,no,292.0,yes,no,cellular,7.0,may,,1.0,335.0,5.0,,
53.0,self-employed,married,tertiary,no,167.0,yes,no,cellular,7.0,,84.0,1.0,343.0,1.0,other,no
31.0,,divorced,primary,no,,,no,cellular,7.0,may,623.0,1.0,,,success,yes
30.0,,,secondary,no,3875.0,,no,,7.0,may,131.0,1.0,,2.0,other,no
34.0,blue-collar,divorced,secondary,no,,yes,no,cellular,7.0,,132.0,1.0,356.0,1.0,failure,
56.0,blue-collar,married,secondary,no,471.0,yes,no,cellular,7.0,may,104.0,1.0,342.0,2.0,failure,
35.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,7.0,may,19.0,1.0,360.0,2.0,failure,no
35.0,technician,divorced,secondary,no,44.0,,yes,cellular,7.0,may,366.0,1.0,167.0,2.0,,no
43.0,admin.,married,secondary,no,544.0,,,cellular,7.0,may,,1.0,,0.0,unknown,no
34.0,management,,tertiary,no,1495.0,yes,no,cellular,7.0,,50.0,1.0,,0.0,unknown,
40.0,blue-collar,single,secondary,no,322.0,yes,no,cellular,7.0,may,201.0,1.0,-1.0,0.0,unknown,no
34.0,management,single,tertiary,no,,no,no,cellular,7.0,,,1.0,336.0,,other,no
40.0,,divorced,,no,4.0,yes,no,cellular,7.0,may,171.0,,-1.0,0.0,unknown,no
43.0,admin.,married,,no,24.0,yes,no,cellular,7.0,may,183.0,,357.0,2.0,other,no
27.0,services,married,secondary,no,58.0,,,cellular,7.0,may,,1.0,337.0,2.0,other,no
54.0,management,divorced,,no,300.0,yes,no,cellular,,may,329.0,1.0,168.0,2.0,success,no
33.0,services,single,secondary,no,1646.0,yes,no,telephone,7.0,may,317.0,2.0,-1.0,0.0,unknown,no
32.0,technician,single,tertiary,no,69.0,no,no,cellular,7.0,may,95.0,1.0,357.0,,other,no
32.0,,single,tertiary,no,514.0,yes,yes,cellular,7.0,,138.0,1.0,168.0,1.0,failure,no
33.0,blue-collar,single,secondary,,381.0,yes,no,cellular,7.0,may,1957.0,1.0,-1.0,0.0,,no
,,divorced,secondary,no,-295.0,yes,no,cellular,7.0,may,556.0,1.0,-1.0,0.0,unknown,
36.0,management,,tertiary,,,yes,no,cellular,7.0,may,49.0,1.0,-1.0,0.0,unknown,no
34.0,technician,single,secondary,,49.0,no,no,cellular,7.0,,393.0,1.0,351.0,,failure,no
32.0,services,,secondary,no,426.0,yes,yes,,7.0,may,383.0,1.0,339.0,1.0,other,no
37.0,management,divorced,tertiary,no,,yes,no,cellular,7.0,may,334.0,1.0,-1.0,0.0,unknown,no
30.0,admin.,single,secondary,no,222.0,yes,no,cellular,7.0,may,455.0,,-1.0,0.0,unknown,no
32.0,blue-collar,single,secondary,no,1291.0,yes,no,cellular,7.0,may,223.0,1.0,293.0,1.0,failure,no
50.0,entrepreneur,married,secondary,no,806.0,yes,yes,cellular,7.0,may,,8.0,297.0,,other,no
,management,single,tertiary,no,114.0,yes,,,7.0,,457.0,1.0,-1.0,0.0,unknown,yes
36.0,management,married,secondary,no,396.0,,no,,7.0,may,327.0,4.0,-1.0,0.0,unknown,no
30.0,blue-collar,,secondary,no,959.0,yes,no,cellular,7.0,may,375.0,1.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,secondary,no,,yes,no,cellular,7.0,may,101.0,1.0,-1.0,0.0,unknown,no
42.0,blue-collar,,primary,,1461.0,yes,no,cellular,,may,757.0,2.0,170.0,3.0,failure,
34.0,management,divorced,tertiary,no,94.0,yes,no,cellular,7.0,,46.0,1.0,-1.0,0.0,unknown,no
38.0,technician,single,tertiary,no,178.0,yes,no,,7.0,may,184.0,1.0,351.0,1.0,failure,no
27.0,technician,,secondary,,-211.0,yes,no,cellular,,may,,1.0,349.0,3.0,failure,no
44.0,blue-collar,married,primary,no,134.0,yes,no,,7.0,,378.0,1.0,-1.0,0.0,unknown,no
38.0,admin.,,,no,,yes,no,cellular,7.0,may,429.0,1.0,170.0,3.0,other,no
32.0,technician,single,secondary,no,129.0,yes,no,cellular,7.0,may,213.0,,-1.0,0.0,unknown,no
37.0,management,,tertiary,no,900.0,,no,cellular,7.0,may,155.0,1.0,357.0,2.0,failure,no
38.0,blue-collar,single,secondary,no,4860.0,yes,,cellular,7.0,may,130.0,1.0,-1.0,0.0,,no
33.0,self-employed,single,tertiary,,544.0,yes,,,7.0,may,155.0,1.0,-1.0,0.0,unknown,no
32.0,technician,,secondary,no,,,yes,cellular,7.0,may,107.0,1.0,344.0,4.0,failure,no
40.0,entrepreneur,married,tertiary,no,-164.0,no,no,cellular,7.0,may,87.0,1.0,-1.0,0.0,unknown,no
45.0,management,married,tertiary,no,1033.0,yes,no,cellular,7.0,may,177.0,1.0,357.0,1.0,failure,no
28.0,blue-collar,married,secondary,no,251.0,yes,no,cellular,7.0,may,754.0,,-1.0,0.0,unknown,no
35.0,blue-collar,single,primary,no,1147.0,yes,,telephone,7.0,may,29.0,1.0,-1.0,0.0,unknown,no
34.0,services,,secondary,no,-38.0,,no,cellular,7.0,may,48.0,1.0,-1.0,0.0,unknown,no
24.0,blue-collar,single,secondary,no,6837.0,yes,no,cellular,7.0,may,345.0,1.0,-1.0,0.0,unknown,no
28.0,services,single,secondary,no,6332.0,yes,no,telephone,7.0,may,149.0,1.0,343.0,4.0,failure,no
35.0,blue-collar,single,secondary,yes,-177.0,yes,yes,cellular,7.0,may,193.0,1.0,-1.0,0.0,unknown,no
36.0,entrepreneur,,tertiary,no,280.0,,no,cellular,7.0,may,252.0,1.0,,1.0,,no
41.0,management,married,primary,no,733.0,,no,cellular,7.0,,69.0,1.0,335.0,7.0,failure,no
41.0,services,single,primary,no,5907.0,yes,,cellular,7.0,may,198.0,1.0,167.0,5.0,,no
36.0,admin.,single,secondary,no,0.0,yes,,telephone,7.0,may,63.0,1.0,168.0,3.0,failure,no
36.0,management,,tertiary,no,-679.0,yes,yes,cellular,7.0,may,172.0,1.0,93.0,1.0,failure,no
31.0,self-employed,married,tertiary,no,259.0,yes,no,cellular,7.0,may,47.0,1.0,-1.0,0.0,unknown,no
40.0,admin.,single,secondary,no,,yes,no,cellular,7.0,may,83.0,1.0,-1.0,0.0,,no
,blue-collar,single,unknown,no,461.0,yes,no,cellular,,may,,1.0,,0.0,unknown,no
45.0,entrepreneur,married,tertiary,no,3689.0,yes,no,cellular,7.0,may,397.0,,169.0,5.0,failure,no
58.0,retired,married,secondary,no,-324.0,yes,no,cellular,7.0,may,229.0,2.0,-1.0,,unknown,no
33.0,admin.,single,tertiary,no,475.0,,,cellular,,may,1046.0,1.0,-1.0,0.0,unknown,yes
39.0,management,married,tertiary,no,3.0,yes,no,cellular,7.0,may,1145.0,1.0,170.0,1.0,failure,no
,blue-collar,married,primary,no,494.0,yes,no,cellular,7.0,may,159.0,1.0,346.0,2.0,failure,
30.0,admin.,,,no,,yes,no,cellular,7.0,may,,1.0,170.0,1.0,failure,no
47.0,management,single,tertiary,no,714.0,yes,,cellular,7.0,,609.0,1.0,-1.0,0.0,unknown,no
42.0,management,married,tertiary,no,1435.0,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,unknown,yes
48.0,admin.,married,secondary,no,-30.0,yes,no,cellular,7.0,may,133.0,1.0,-1.0,0.0,unknown,no
39.0,,married,,no,0.0,yes,no,cellular,7.0,may,502.0,1.0,7.0,2.0,,no
41.0,technician,single,secondary,no,32.0,yes,no,cellular,7.0,may,162.0,1.0,-1.0,0.0,unknown,no
